,element,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
132,634,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,0,273,13,13
133,649,6,1,False,2024-12-15T19:00:00Z,2,1,16,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.14,40,-29,4819,200,229
134,661,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4,1491,86,90
135,674,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,46,514,111,65
136,113,7,1,True,2024-12-15T14:00:00Z,1,3,16,18,0,0,0,1,0,0,0,0,0,0,0,4,2.2,4.7,2.0,0.9,0,0.00,0.11,0.11,1.01,52,-1202,38760,844,2046
137,114,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-8,248,0,8
138,115,7,2,True,2024-12-15T14:00:00Z,1,3,16,87,0,0,0,3,0,0,0,0,0,0,0,21,13.4,13.3,3.0,3.0,1,0.05,0.01,0.06,1.92,50,-635,21923,1587,2222
139,116,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-13934,323942,0,13934
140,118,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-100,3255,0,100
141,119,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-11,1204,0,11
142,120,7,0,True,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,3,0,0,0,1,0,0,0,-1,26.8,2.9,25.0,5.5,1,0.21,0.02,0.23,2.31,44,2187,438055,12697,10510
143,121,7,1,True,2024-12-15T14:00:00Z,1,3,16,45,0,0,0,1,0,0,0,0,0,0,0,16,16.0,14.2,33.0,6.3,0,0.17,0.04,0.21,1.05,54,-166,7701,294,460
144,122,7,1,True,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,3,0,0,0,0,0,0,0,7,15.2,27.8,1.0,4.4,1,0.02,0.20,0.22,2.31,51,36478,235145,45080,8602
145,123,7,1,True,2024-12-15T14:00:00Z,1,3,16,18,0,0,0,1,0,0,0,0,0,0,0,3,2.0,10.8,4.0,1.7,0,0.00,0.09,0.09,1.01,55,382,33790,2665,2283
146,124,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-40,4067,0,40
147,125,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-18,2646,0,18
148,126,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-701,6968,15,716
149,127,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-2,399,0,2
150,128,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-613,15276,478,1091
151,129,7,2,True,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,3,0,0,0,0,0,0,0,13,6.6,39.1,18.0,6.4,1,0.10,0.18,0.28,2.31,59,82913,2443963,166776,83863
152,130,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2,63,0,2
153,131,7,0,True,2024-12-15T14:00:00Z,1,3,16,45,0,0,0,2,0,0,0,0,0,0,0,-6,0.4,0.9,1.0,0.2,1,0.08,0.01,0.09,1.25,44,32617,57833,33806,1189
154,132,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,18,713,71,53
155,133,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-38,1455,0,38
156,134,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-58,4580,14,72
157,135,7,2,True,2024-12-15T14:00:00Z,1,3,16,71,0,0,0,2,0,0,0,0,0,0,0,7,6.2,3.3,6.0,1.6,1,0.00,0.08,0.08,1.30,51,786,47570,2472,1686
158,136,7,2,True,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,3,0,0,0,0,0,0,0,20,18.6,46.8,41.0,10.6,1,0.17,0.15,0.32,2.31,66,-1588,1018966,71941,73529
159,137,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-4435,91727,1532,5967
160,138,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-692,27458,0,692
161,139,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-143,7079,0,143
162,140,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,200,7256,680,480
163,141,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-10,1155,0,10
164,142,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-3407,120472,819,4226
165,143,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-8,513,0,8
166,144,7,1,True,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,3,0,0,0,0,0,0,0,1,21.2,14.0,4.0,3.9,1,0.00,0.05,0.05,2.31,45,3049,121427,8686,5637
167,145,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-54957,279376,455,55412
168,146,7,1,True,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,3,0,0,0,0,0,2,0,2,21.6,0.0,0.0,2.2,1,0.00,0.00,0.00,2.31,45,15383,351907,26265,10882
169,147,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-127,6517,16,143
170,148,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-199287,1655872,30854,230141
171,149,7,1,True,2024-12-15T14:00:00Z,1,3,16,2,0,0,0,0,0,0,0,0,0,0,0,5,3.4,1.2,0.0,0.5,0,0.00,0.01,0.01,0.39,47,583,7650,888,305
172,595,7,1,True,2024-12-15T14:00:00Z,1,3,16,18,0,0,0,1,0,0,0,0,0,0,0,3,1.6,1.3,6.0,0.9,0,0.05,0.05,0.10,1.01,54,-20,2378,62,82
173,600,7,2,True,2024-12-15T14:00:00Z,1,3,16,71,0,0,0,2,0,0,0,0,0,0,0,18,9.2,30.6,8.0,4.8,1,0.13,0.18,0.31,1.30,50,-19,3728,223,242
174,601,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-3,304,0,3
175,615,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-101,5223,0,101
176,618,7,2,True,2024-12-15T14:00:00Z,1,3,16,71,0,0,0,2,0,0,0,0,0,0,0,4,6.0,6.1,4.0,1.6,1,0.02,0.00,0.02,1.30,56,-22473,153003,5362,27835
177,628,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4972,24729,76,5048
178,629,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1199,9025,518,1717
179,663,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,51,4253,271,220
180,668,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,10962,150195,16375,5413
181,681,7,0,True,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,98,891,151,53
182,150,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-6,325,0,6
183,151,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-380,14404,0,380
184,153,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,1369,15484,2098,729
185,154,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-604,25353,189,793
186,155,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,3212,49306,5563,2351
187,157,4,2,True,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,0,0,19,17.0,28.0,9.0,5.4,1,0.01,0.06,0.07,1.61,49,-1671,153216,10617,12288
188,158,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-322,15263,805,1127
189,160,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,301,56190,2487,2186
190,161,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-40,5041,122,162
191,162,4,2,True,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,0,0,11,22.0,18.3,2.0,4.2,1,0.00,0.05,0.05,1.61,45,56640,499814,76806,20166
192,163,4,5,True,2024-12-15T19:00:00Z,2,1,16,90,1,0,0,1,0,0,0,0,1,0,0,19,38.8,14.3,21.0,7.4,1,0.12,0.02,0.14,1.61,51,118352,787163,140927,22575
193,164,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-69,6799,0,69
194,165,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-24,16071,596,620
195,166,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,56,-224,12912,152,376
196,167,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,3161,46971,6883,3722
197,168,4,5,True,2024-12-15T19:00:00Z,2,1,16,90,0,1,0,1,0,0,0,0,0,0,0,22,31.4,38.1,26.0,9.6,1,0.11,0.08,0.19,1.61,50,499510,887138,511001,11491
198,169,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-106,15745,0,106
199,170,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-123,3714,0,123
200,171,4,2,True,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,0,0,15,27.0,38.3,7.0,7.2,1,0.03,0.27,0.30,1.61,49,6446,190712,16281,9835
201,172,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-3327,19045,66,3393
202,173,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-72,2795,35,107
203,174,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2432,98709,7117,9549
204,175,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,63,-138,21526,0,138
205,176,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2,277,0,2
206,177,4,6,True,2024-12-15T19:00:00Z,2,1,16,90,0,1,0,1,0,0,0,0,0,0,1,25,24.2,33.4,58.0,11.6,1,0.48,0.11,0.59,1.61,63,-17487,750823,57033,74520
207,178,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,819,59052,3555,2736
208,179,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-1178,23972,42,1220
209,180,4,9,True,2024-12-15T19:00:00Z,2,1,16,82,1,0,1,0,0,0,0,0,0,0,3,28,37.2,1.7,62.0,10.1,1,1.13,0.00,1.13,1.07,82,28552,3054217,208129,179577
210,181,4,1,True,2024-12-15T19:00:00Z,2,1,16,7,0,0,0,1,0,0,0,0,0,0,0,2,1.0,0.0,2.0,0.3,0,0.00,0.00,0.00,0.53,58,-2887,262746,9284,12171
211,182,4,3,True,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,0,1,25,21.6,57.9,30.0,11.0,1,0.21,0.33,0.54,1.61,111,354913,6867090,378627,23714
212,183,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-560,20003,0,560
213,184,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-840,19396,416,1256
214,185,4,3,True,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,3,0,13,24.0,0.0,0.0,2.4,1,0.00,0.00,0.00,1.61,48,11544,1395968,79127,67583
215,187,4,2,True,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,0,0,5,19.8,1.7,9.0,3.1,1,0.13,0.01,0.14,1.61,42,-510,15848,411,921
216,189,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-4177,37315,33,4210
217,386,4,2,True,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,0,0,17,10.2,49.8,20.0,8.0,1,0.03,0.56,0.59,1.61,62,50258,147050,54495,4237
218,560,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-38013,86107,1923,39936
219,575,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-62,2202,0,62
220,581,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-187,22471,813,1000
221,621,4,0,True,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-1377,53757,1408,2785
222,11,5,4,False,2024-12-15T14:00:00Z,1,3,16,30,0,1,0,1,0,0,0,0,0,0,0,12,16.4,30.8,13.0,6.0,0,0.47,0.07,0.54,0.23,59,-1230,47670,994,2224
223,159,5,9,False,2024-12-15T14:00:00Z,1,3,16,90,1,0,0,1,0,0,0,0,0,0,1,31,61.6,0.2,35.0,9.7,1,0.41,0.00,0.41,1.00,44,-944,58108,2386,3330
224,190,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-325,11086,0,325
225,193,5,1,False,2024-12-15T14:00:00Z,1,3,16,5,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.0,5.0,0.5,0,0.19,0.00,0.19,0.15,49,-134,5815,104,238
226,194,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-69,10908,106,175
227,195,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-93,5110,17,110
228,196,5,1,False,2024-12-15T14:00:00Z,1,3,16,5,0,0,0,1,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.15,43,-103,10965,261,364
229,197,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1,266,0,1
230,199,5,1,False,2024-12-15T14:00:00Z,1,3,16,59,0,0,0,0,0,0,0,0,0,0,0,10,11.2,12.0,6.0,2.9,1,0.07,0.02,0.09,0.76,66,-13955,820640,9603,23558
231,200,5,-1,False,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,1,1,0,0,1,0,0,0,-7,0.0,0.7,0.0,0.0,1,0.00,0.00,0.00,1.00,45,4571,838544,30749,26178
232,201,5,2,False,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,1,0,0,0,1,0,5,0,14,35.0,0.0,0.0,3.5,1,0.00,0.00,0.00,1.00,44,27079,1145471,53796,26717
233,202,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-132,8314,128,260
234,203,5,3,False,2024-12-15T14:00:00Z,1,3,16,84,0,0,1,0,0,0,0,0,0,0,0,3,8.8,15.8,0.0,2.5,1,0.00,0.10,0.10,0.85,49,1803,5824,2274,471
235,205,5,1,False,2024-12-15T14:00:00Z,1,3,16,30,0,0,0,1,0,0,0,0,0,0,0,9,6.0,16.8,0.0,2.3,0,0.00,0.19,0.19,0.23,51,-266,11834,125,391
236,206,5,2,False,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,1,0,0,0,0,0,0,0,10,15.6,0.9,4.0,2.1,1,0.00,0.02,0.02,1.00,48,29,4915,249,220
237,207,5,1,False,2024-12-15T14:00:00Z,1,3,16,59,0,0,0,0,0,0,0,0,0,0,0,-4,3.2,0.4,2.0,0.6,1,0.03,0.00,0.03,0.76,72,-11228,270449,7077,18305
238,208,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-2404,39952,36,2440
239,209,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1078,58509,227,1305
240,210,5,11,False,2024-12-15T14:00:00Z,1,3,16,84,0,1,1,0,0,0,0,0,0,0,2,42,28.4,25.1,4.0,5.8,1,0.00,0.47,0.47,0.85,48,-4326,152135,2608,6934
241,211,5,1,False,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,1,0,0,0,1,0,0,0,0,17.4,25.3,19.0,6.2,1,0.19,0.09,0.28,1.00,47,119832,330206,127883,8051
242,212,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2,132,0,2
243,213,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-108,3692,0,108
244,214,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-248,7244,243,491
245,215,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-329,9852,102,431
246,216,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-700,18497,71,771
247,445,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-23372,1179822,2732,26104
248,585,5,17,False,2024-12-15T14:00:00Z,1,3,16,90,2,1,0,1,0,0,0,1,0,0,3,64,100.4,21.7,85.0,20.7,1,0.96,0.03,0.99,0.85,57,-4013,34674,2096,6109
249,644,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-91,2318,164,255
250,645,5,1,False,2024-12-15T14:00:00Z,1,3,16,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.15,45,3345,25265,6255,2910
251,646,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-129,4601,222,351
252,647,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-100,2563,83,183
253,650,5,2,False,2024-12-15T14:00:00Z,1,3,16,90,0,0,0,1,0,0,0,0,0,0,0,13,23.6,0.2,0.0,2.4,1,0.00,0.00,0.00,1.00,45,7236,25489,8303,1067
254,666,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-282,2793,181,463
255,676,5,0,False,2024-12-15T14:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,4226,37748,8643,4417
256,156,1,0,False,2024-12-14T15:00:00Z,0,0,16,24,0,0,0,0,0,0,0,1,0,0,0,-3,5.2,0.2,0.0,0.5,0,0.00,0.00,0.00,0.15,54,464,6372,649,185
257,217,1,3,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,8,14.2,1.2,7.0,2.2,1,0.09,0.00,0.09,1.22,51,-576,19592,584,1160
258,218,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1909,63552,2433,4342
259,219,1,6,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,23,18.8,0.1,0.0,1.9,1,0.00,0.00,0.00,1.22,48,1558,96955,6061,4503
260,220,1,2,False,2024-12-14T15:00:00Z,0,0,16,65,0,0,1,0,0,0,0,0,0,0,0,7,0.0,1.0,2.0,0.2,1,0.00,0.00,0.00,1.07,55,-12334,179316,3793,16127
261,221,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,157,3657,293,136
262,222,1,3,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,19,11.0,1.3,0.0,1.2,1,0.00,0.01,0.01,1.22,49,-58,5744,333,391
263,223,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-2,1514,25,27
