,element,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
590,489,17,3,False,2024-12-15T19:00:00Z,0,5,16,90,0,0,1,0,0,0,0,0,0,0,0,15,23.6,1.8,0.0,2.5,1,0.00,0.01,0.01,0.84,46,1032,15035,1725,693
591,490,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,319,0,0
592,491,17,0,False,2024-12-15T19:00:00Z,0,5,16,45,0,0,0,0,0,0,0,1,0,0,0,-5,1.0,3.3,6.0,1.0,0,0.43,0.00,0.43,0.30,67,6238,1012412,83215,76977
593,492,17,8,False,2024-12-15T19:00:00Z,0,5,16,90,1,0,1,0,0,0,0,0,0,0,0,35,41.8,30.5,51.0,12.3,1,0.37,0.09,0.46,0.84,63,40899,448874,64289,23390
594,493,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-38,3239,0,38
595,494,17,15,False,2024-12-15T19:00:00Z,0,5,16,76,2,0,1,0,0,0,0,1,0,0,3,55,73.0,27.6,55.0,15.6,1,0.65,0.04,0.69,0.80,76,-42383,816808,47563,89946
596,495,17,6,False,2024-12-15T19:00:00Z,0,5,16,62,0,0,1,0,0,0,0,0,0,0,0,22,4.4,13.3,0.0,1.8,0,0.00,0.01,0.01,0.71,56,41091,3276848,121512,80421
597,496,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-137,18716,438,575
598,497,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,68,-408,37352,109,517
599,498,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-56559,541685,1166,57725
600,499,17,9,False,2024-12-15T19:00:00Z,0,5,16,90,1,0,1,0,0,0,0,0,0,0,1,48,58.8,29.5,26.0,11.4,1,0.27,0.03,0.30,0.84,48,225,22205,1923,1698
601,500,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-159,7121,0,159
602,502,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-18,2533,0,18
603,503,17,14,False,2024-12-15T19:00:00Z,0,5,16,45,1,2,0,0,0,0,0,0,0,0,2,51,76.0,40.3,80.0,19.6,1,0.37,0.30,0.67,0.54,98,-13084,555994,26044,39128
604,504,17,9,False,2024-12-15T19:00:00Z,0,5,16,76,0,1,1,0,0,0,0,0,0,0,0,44,33.8,27.5,8.0,6.9,1,0.06,0.30,0.36,0.80,44,-24,7752,159,183
605,505,17,1,False,2024-12-15T19:00:00Z,0,5,16,27,0,0,0,0,0,0,0,0,0,0,0,3,1.6,2.1,2.0,0.6,1,0.00,0.01,0.01,0.13,49,4346,346127,21311,16965
606,506,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-24693,401659,8513,33206
607,507,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-3,612,0,3
608,508,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-21213,234993,171,21384
609,509,17,1,False,2024-12-15T19:00:00Z,0,5,16,13,0,0,0,0,0,0,0,0,0,0,0,8,7.2,14.5,0.0,2.2,0,0.00,0.22,0.22,0.04,62,-457,18832,501,958
610,510,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1913,147929,379,2292
611,609,17,1,False,2024-12-15T19:00:00Z,0,5,16,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.02,45,4298,184912,14636,10338
612,610,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1332,25133,32,1364
613,612,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-13,2552,33,46
614,683,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,34,500,102,68
615,684,17,0,False,2024-12-15T19:00:00Z,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,184,1732,353,169
616,388,3,5,False,2024-12-16T20:00:00Z,1,1,16,90,0,1,0,1,0,0,0,0,0,0,0,23,13.8,16.9,0.0,3.1,1,0.00,0.08,0.08,1.82,46,41716,671606,69510,27794
617,511,3,2,False,2024-12-16T20:00:00Z,1,1,16,74,0,0,1,0,0,0,0,1,0,0,0,9,10.4,1.8,2.0,1.4,1,0.02,0.01,0.03,1.27,50,-85,12858,389,474
618,512,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-53196,162753,1873,55069
619,513,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-20313,496503,3020,23333
620,514,3,2,False,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,4,3.4,22.8,23.0,4.9,1,0.26,0.25,0.51,1.91,74,8420,756821,58408,49988
621,516,3,2,False,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,14,32.2,19.0,9.0,6.0,1,0.20,0.08,0.28,1.91,42,-545,51409,1182,1727
622,517,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,463,158825,4762,4299
623,519,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-93,3036,0,93
624,520,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-24255,100463,5002,29257
625,521,3,4,False,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,8,0,21,58.8,0.0,0.0,5.9,1,0.00,0.00,0.00,1.91,41,34762,2170979,55470,20708
626,522,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-90,15240,292,382
627,523,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-4678,170371,7175,11853
628,524,3,2,False,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,10,43.8,1.0,41.0,8.6,1,0.43,0.01,0.44,1.91,45,-7029,195320,1620,8649
629,525,3,3,False,2024-12-16T20:00:00Z,1,1,16,74,0,0,1,0,0,0,0,0,0,0,0,18,15.6,50.8,5.0,7.1,1,0.08,0.23,0.31,1.27,62,3712,273682,11467,7755
630,526,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-43,2693,47,90
631,527,3,10,False,2024-12-16T20:00:00Z,1,1,16,90,1,0,0,1,0,0,0,0,0,0,3,30,44.0,43.1,35.0,12.2,1,0.91,0.15,1.06,1.91,57,-6218,136805,1853,8071
632,528,3,2,False,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,8,20.8,10.3,4.0,3.5,1,0.12,0.01,0.13,1.91,44,-127,16216,258,385
633,529,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-57,4892,0,57
634,530,3,2,False,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,14,20.4,4.9,5.0,3.0,1,0.05,0.01,0.06,1.91,49,14749,228793,24836,10087
635,532,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-325,16682,0,325
636,576,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-26,2626,42,68
637,587,3,1,False,2024-12-16T20:00:00Z,1,1,16,15,0,0,0,1,0,0,0,0,0,0,0,3,7.0,0.3,0.0,0.7,0,0.00,0.00,0.00,0.64,57,-1618,47246,1177,2795
638,588,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-134,7778,179,313
639,589,3,1,False,2024-12-16T20:00:00Z,1,1,16,34,0,0,0,1,0,0,0,0,0,0,0,3,6.2,24.4,8.0,3.9,0,0.10,0.10,0.20,0.92,67,-1051,94227,1443,2494
640,591,3,0,False,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-360,30454,621,981
641,643,3,1,False,2024-12-16T20:00:00Z,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.09,40,-264,19736,241,505
642,654,3,0,False,2024-12-16T20:00:00Z,1,1,16,55,0,0,0,0,0,0,0,1,0,0,0,2,10.6,15.3,4.0,3.0,1,0.02,0.24,0.26,0.99,50,25,3073,323,298
643,677,3,1,False,2024-12-16T20:00:00Z,1,1,16,15,0,0,0,1,0,0,0,0,0,0,0,-1,2.4,0.0,0.0,0.2,0,0.00,0.00,0.00,0.64,40,33,1265,109,76
644,204,10,1,True,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,2,0,6,16.6,0.0,0.0,1.7,1,0.00,0.00,0.00,1.20,43,7846,48936,9421,1575
645,533,10,-2,True,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,1,0,0,5,13.2,20.5,11.0,4.5,1,0.05,0.21,0.26,1.20,49,67498,1729971,113980,46482
646,534,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-28,2589,21,49
647,535,10,2,True,2024-12-14T15:00:00Z,1,2,16,71,0,0,0,1,0,0,0,0,0,0,0,8,9.4,34.3,8.0,5.2,1,0.13,0.18,0.31,0.98,50,474,7866,1095,621
648,536,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2179,163436,782,2961
649,537,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-254,8991,0,254
650,538,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-82,3056,0,82
651,539,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1226,252112,15233,16459
652,540,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-526,22422,373,899
653,541,10,9,True,2024-12-14T15:00:00Z,1,2,16,90,1,0,0,2,0,0,0,0,0,0,3,45,52.6,30.4,52.0,13.5,1,0.41,0.12,0.53,1.20,71,11382,2691487,169503,158121
654,542,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-958,20663,628,1586
655,543,10,0,True,2024-12-14T15:00:00Z,1,2,16,63,0,0,0,1,1,0,0,0,0,0,0,5,2.8,3.1,0.0,0.6,1,0.00,0.06,0.06,0.94,43,4797,21551,5407,610
656,544,10,1,True,2024-12-14T15:00:00Z,1,2,16,45,0,0,0,1,0,0,0,0,0,0,0,13,19.4,25.6,8.0,5.3,0,0.07,0.06,0.13,0.63,48,-36,4795,261,297
657,545,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-183,10789,0,183
658,546,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5843,162548,0,5843
659,547,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-109,5442,610,719
660,548,10,4,True,2024-12-14T15:00:00Z,1,2,16,26,0,1,0,1,0,0,0,0,0,0,0,20,26.8,25.1,2.0,5.4,0,0.00,0.08,0.08,0.26,53,565,10729,1480,915
661,549,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-8,744,0,8
662,550,10,1,True,2024-12-14T15:00:00Z,1,2,16,18,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.1,0,0.00,0.00,0.00,0.22,61,-10,28195,1192,1202
663,551,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-600,22680,0,600
664,552,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-381,14911,0,381
665,553,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-44331,74607,1895,46226
666,554,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-19055,184103,3945,23000
667,555,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-1,4192,156,157
668,556,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2083,169075,1120,3203
669,557,10,2,True,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,12,12.8,15.9,5.0,3.4,1,0.06,0.07,0.13,1.20,50,-645,48551,5502,6147
670,558,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-1007,57604,1382,2389
671,559,10,1,True,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,12,24.8,7.2,2.0,3.4,1,0.00,0.02,0.02,1.20,45,4536,29938,6375,1839
672,561,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2523,139015,1129,3652
673,562,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-27,2408,0,27
674,563,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,-88,8055,281,369
675,564,10,1,True,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,3,9.8,1.3,0.0,1.1,1,0.00,0.01,0.01,1.20,43,88,8078,304,216
676,565,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,51,-883,8849,43,926
677,566,10,2,True,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,4,6.4,12.3,60.0,7.9,1,0.55,0.01,0.56,1.20,57,52154,521780,79957,27803
678,567,10,1,True,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,13,26.2,11.8,0.0,3.8,1,0.00,0.05,0.05,1.20,43,543,36808,2954,2411
679,637,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-239,14291,133,372
680,642,10,1,True,2024-12-14T15:00:00Z,1,2,16,45,0,0,0,1,0,0,0,0,0,0,0,3,5.4,1.9,0.0,0.7,1,0.00,0.01,0.01,0.57,50,279,2888,515,236
681,655,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-61,2744,130,191
682,664,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,9815,69879,14387,4572
683,682,10,0,True,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,177,1145,347,170
